Custid,Rcn,Frq,Mnt,Clothes,Kitchen,SmallAppliances,HouseKeeping,Toys,NetPurchase,StorePurchase,Recomendation,Credit_Card
8927,57,45,2440.88,33,3,50,6,8,9,91,4,
8932,19,10,41.6,18,14,30,21,17,59,41,3,
8951,95,12,95.68,28,14,21,19,18,56,44,5,
8953,94,22,687.44,34,4,47,5,10,42,58,4,
8958,32,15,405.6,42,0,23,12,23,22,78,4,
8968,11,24,860.08,49,9,28,12,2,21,79,3,
8982,25,31,1058.72,88,1,10,1,0,55,45,6,
8987,408,5,20.8,57,4,38,1,0,49,51,1,
8991,95,18,502.32,92,1,6,1,0,50,50,4,
8992,24,28,1324.96,33,4,44,16,3,18,82,6,
8998,38,10,45.76,38,1,41,12,8,53,47,2,
9000,55,28,991.12,83,2,14,1,0,38,62,5,
9002,22,15,153.92,34,8,47,3,8,65,35,4,
9007,32,32,1536.08,22,5,50,14,9,27,73,4,
9008,80,55,2813.2,56,1,38,3,2,18,82,6,
9020,80,10,80.08,50,8,28,0,13,42,58,5,
9021,25,12,93.6,28,4,48,15,5,63,37,4,
9023,75,9,22.88,9,18,31,12,30,70,30,2,
9025,67,26,1201.2,28,9,43,9,11,7,93,4,
9026,61,10,66.56,64,6,15,9,6,54,46,3,
9029,68,11,56.16,12,12,42,23,11,74,26,5,
9038,46,17,310.96,92,0,8,0,0,57,43,3,
9039,33,47,2569.84,22,12,47,10,9,7,93,5,
9044,56,25,679.12,57,3,34,4,3,56,44,4,
9047,44,41,2127.84,48,3,40,3,5,14,86,5,
9051,31,12,230.88,24,7,38,13,17,40,60,4,
9052,51,10,30.16,20,8,56,9,7,49,51,4,Yes
9058,96,13,189.28,93,0,6,1,0,47,53,4,
9059,56,13,153.92,87,0,11,0,1,63,37,3,
9062,62,28,1329.12,16,8,49,5,22,13,87,5,
9063,63,27,1116.96,43,4,43,5,5,18,82,6,
9065,53,29,925.6,77,4,15,4,0,53,47,5,
9072,51,11,57.2,71,1,25,2,1,62,38,3,
9076,43,35,1671.28,25,20,48,1,6,16,84,5,
9081,36,45,2254.72,51,6,29,5,9,17,83,4,
9082,54,10,68.64,10,12,26,21,31,60,40,3,
9084,20,41,1995.76,31,0,35,27,7,18,82,4,
9089,9,8,69.68,60,4,28,0,8,46,54,4,
9090,60,43,2256.8,61,2,35,1,2,13,87,5,
9091,84,7,24.96,43,14,20,19,4,48,52,4,
9094,92,12,158.08,82,2,14,1,1,55,45,2,
9096,29,31,1387.36,24,9,38,14,16,18,82,6,
9097,74,25,676,83,1,14,1,1,47,53,3,
9101,53,9,52,39,6,20,17,17,44,56,3,
9104,26,45,2320.24,63,2,30,3,2,20,80,5,
9108,6,37,1794,32,3,50,14,1,16,84,5,
9111,27,20,512.72,63,6,21,4,5,51,49,2,
9117,4,23,862.16,29,12,50,1,8,22,78,3,
9118,46,29,1252.16,69,2,23,3,3,27,73,6,
9121,94,20,448.24,80,1,18,0,1,49,51,5,
9124,24,42,2187.12,14,10,45,18,13,14,86,5,
9125,58,16,310.96,24,33,28,4,11,35,65,4,
9128,100,8,30.16,36,16,44,1,2,50,50,4,
9132,79,19,404.56,84,1,14,1,0,60,40,3,
9134,26,6,43.68,67,10,19,2,2,38,62,5,Yes
9137,98,8,57.2,53,2,19,5,21,45,55,4,
9138,61,19,360.88,59,8,25,8,0,55,45,5,
9139,86,10,21.84,23,16,40,11,11,66,34,3,
9141,79,9,13.52,3,16,30,41,10,63,37,4,
9143,69,20,556.4,92,0,7,1,0,43,57,2,
9152,415,10,19.76,70,6,19,3,2,72,28,2,
9157,61,28,1268.8,25,9,54,2,10,14,86,5,
9159,18,31,1459.12,60,0,33,3,4,14,86,5,
9177,46,11,125.84,41,14,28,9,8,55,45,4,
9178,73,10,29.12,25,8,56,6,5,61,39,2,
9180,35,27,934.96,80,1,15,1,3,46,54,5,
9181,70,9,194.48,19,10,35,27,9,17,83,2,
9184,94,39,1862.64,10,17,47,8,19,13,87,6,
9186,191,9,20.8,49,4,39,2,6,64,36,2,
9191,70,44,2320.24,64,3,29,4,0,10,90,5,
9192,28,12,62.4,64,2,32,0,2,61,39,5,
9195,60,27,798.72,60,2,34,2,2,50,50,4,
9197,202,6,10.4,33,11,40,5,10,67,33,3,
9199,30,9,30.16,36,11,32,11,10,57,43,3,
9202,66,20,459.68,65,4,27,2,3,63,37,3,
9205,27,13,361.92,60,5,22,8,5,27,73,4,
9223,57,20,402.48,77,3,12,1,7,65,35,5,
9225,42,31,1256.32,54,4,29,6,7,35,65,6,
9233,46,14,156,32,9,40,11,8,71,29,2,
9234,87,15,354.64,59,9,17,10,5,46,54,4,
9240,15,30,1456,14,30,34,3,19,14,86,5,
9244,14,6,14.56,24,12,17,22,25,39,61,3,No
9245,6,14,268.32,75,4,16,1,4,47,53,2,
9246,63,11,65.52,33,8,38,2,19,72,28,4,
9251,65,8,41.6,78,1,19,1,1,49,51,5,
9261,89,9,74.88,41,8,41,4,6,53,47,5,
9267,256,9,20.8,28,13,37,13,9,75,25,4,
9269,63,13,76.96,40,6,46,2,6,76,24,4,
9272,1,22,567.84,56,3,24,11,6,50,50,3,
9276,23,11,38.48,69,2,22,2,4,76,24,3,
9277,93,9,96.72,47,22,23,7,1,35,65,3,
9278,21,22,568.88,81,1,13,3,3,52,48,4,
9280,80,8,153.92,55,8,34,2,2,19,81,3,
9284,25,11,66.56,66,5,21,4,4,59,41,3,
9287,66,28,998.4,73,7,15,0,5,40,60,5,
9288,81,34,1386.32,90,1,9,0,0,41,59,6,
9298,99,10,23.92,3,28,14,26,29,71,29,2,
9301,9,31,1330.16,36,27,33,2,1,23,77,4,
9302,20,43,2253.68,33,4,50,1,12,14,86,5,
9310,26,26,793.52,88,1,9,1,1,44,56,5,
9314,36,32,1464.32,60,7,25,6,2,17,83,4,
9315,40,10,64.48,40,6,42,5,6,54,46,5,
9323,82,9,14.56,83,0,15,1,1,55,45,3,
9324,70,31,1401.92,73,3,20,4,0,20,80,5,
9325,89,37,1798.16,33,1,55,5,6,17,83,6,
9328,31,16,512.72,35,20,25,2,18,26,74,5,
9329,83,11,124.8,78,3,15,0,4,50,50,4,
9330,29,17,316.16,55,1,25,8,10,41,59,4,
9340,44,12,74.88,35,6,45,5,9,62,38,5,
9343,54,21,613.6,37,5,38,10,9,37,63,2,
9347,44,11,42.64,15,20,41,14,10,72,28,4,
9348,75,41,2120.56,37,4,49,3,7,13,87,6,
9350,36,11,92.56,13,21,26,20,20,57,43,4,
9353,36,47,2383.68,30,19,41,9,1,17,83,4,
9355,91,51,2631.2,58,2,32,4,4,13,87,5,
9365,6,31,1264.64,72,2,23,2,0,31,69,4,
9370,28,22,687.44,65,2,23,6,4,37,63,5,
9372,33,29,1395.68,33,6,33,16,13,12,88,6,
9376,59,19,619.84,38,9,17,16,20,32,68,4,
9379,152,5,19.76,64,4,21,6,5,47,53,1,
9381,27,22,503.36,21,9,32,7,31,62,38,4,
9384,56,44,2248.48,62,1,34,2,1,19,81,4,
9389,80,9,49.92,47,4,45,2,3,48,52,3,
9400,70,25,930.8,46,8,34,5,7,38,62,4,
9401,84,10,95.68,74,2,15,3,6,50,50,3,
9402,11,6,57.2,87,2,10,1,0,37,63,4,
9403,77,15,398.32,41,6,41,3,9,28,72,3,
9408,99,24,621.92,82,0,16,0,2,58,42,3,
9409,97,31,1050.4,67,1,26,2,3,50,50,5,
9411,78,13,310.96,58,4,27,6,5,32,68,4,
9412,33,6,24.96,17,0,39,20,23,62,38,3,
9418,55,34,1601.6,40,13,36,6,6,18,82,6,
9420,75,32,1268.8,79,0,19,1,1,30,70,6,
9435,70,24,1061.84,51,11,30,4,4,8,92,2,
9444,530,7,20.8,79,0,17,2,2,65,35,5,No
9445,79,14,274.56,81,2,11,2,4,50,50,2,
9451,54,18,681.2,29,5,46,11,9,16,84,3,
9454,80,25,802.88,69,1,23,5,3,47,53,3,
9457,14,10,41.6,25,7,41,22,5,65,35,4,
9460,26,25,735.28,74,1,19,4,2,46,54,4,
9463,9,17,567.84,39,9,33,11,9,22,78,4,
9464,13,32,1069.12,87,2,10,1,0,52,48,4,
9467,38,12,48.88,10,5,4,4,77,62,38,4,
9469,5,32,1398.8,41,7,37,7,9,24,76,6,
9481,9,39,2063.36,50,12,35,2,1,13,87,5,
9482,94,12,159.12,42,9,22,15,12,32,68,4,
9493,12,34,1537.12,58,1,28,7,7,24,76,4,
9494,46,9,24.96,75,3,20,1,1,60,40,5,
9497,81,46,2383.68,51,4,39,4,2,13,87,4,
9506,3,16,189.28,9,11,34,20,26,71,29,3,
9509,64,25,806,82,2,13,2,1,47,53,3,
9516,57,28,1184.56,41,12,39,3,6,17,83,6,
9518,56,48,2441.92,73,1,21,3,2,14,86,5,
9523,16,12,57.2,7,23,34,24,12,67,33,2,
9524,33,17,265.2,89,1,9,1,0,48,52,3,
9525,59,23,858,21,16,45,11,7,32,68,3,
9530,42,20,679.12,50,1,29,10,10,43,57,2,
9533,44,28,1257.36,37,1,36,21,5,11,89,5,
9535,4,11,125.84,71,6,20,1,3,50,50,2,
9536,40,10,59.28,36,7,47,5,5,62,38,2,
9539,95,20,405.6,31,5,53,5,5,55,45,3,
9542,84,24,1069.12,37,4,30,21,8,12,88,4,
9547,1,38,1460.16,65,2,28,2,2,57,43,6,
9548,86,13,194.48,55,5,34,1,5,54,46,4,
9551,76,23,622.96,49,6,30,6,10,51,49,3,
9552,87,19,685.36,37,20,33,10,1,17,83,2,
9577,16,29,1191.84,59,3,32,5,0,29,71,5,
9579,92,46,2255.76,45,4,31,10,10,26,74,5,
9585,87,10,93.6,75,0,17,5,2,62,38,4,
9587,41,23,922.48,45,30,18,5,1,20,80,3,
9592,85,37,1800.24,66,3,24,4,4,20,80,4,
9601,63,17,305.76,69,1,27,1,1,55,45,3,
9607,45,11,43.68,26,3,44,17,10,66,34,3,
9610,18,13,194.48,86,2,9,2,1,56,44,3,
9620,21,15,228.8,12,7,34,32,15,46,54,4,
9621,40,19,408.72,88,1,10,0,1,60,40,3,
9630,91,13,48.88,5,17,57,4,17,66,34,3,
9632,18,33,1326,21,11,47,20,1,26,74,4,No
9636,79,8,67.6,14,15,19,23,30,36,64,2,
9638,67,17,313.04,86,1,12,0,1,58,42,3,
9639,90,7,38.48,56,0,29,12,3,52,48,5,
9649,94,10,35.36,80,1,17,1,2,65,35,3,
9655,64,29,1326,66,3,27,2,2,20,80,5,
9663,18,24,872.56,39,0,33,25,3,31,69,3,
9664,65,23,622.96,27,3,21,19,30,51,49,4,
9665,16,35,1603.68,47,0,23,15,15,30,70,5,
9673,71,31,1468.48,22,13,41,14,10,15,85,6,
9679,87,28,1000.48,86,0,13,1,0,60,40,6,
9680,33,16,567.84,27,10,37,15,11,11,89,5,
9682,96,8,19.76,77,0,20,2,0,60,40,3,
9684,87,23,806,79,3,14,2,2,34,66,5,
9686,5,28,1328.08,49,3,32,9,7,13,87,6,
9691,89,8,66.56,70,4,20,3,3,52,48,3,
9697,312,8,19.76,59,3,31,3,4,57,43,2,
9704,35,33,1589.12,32,3,51,7,7,14,86,4,
9706,21,10,52,13,15,44,17,11,62,38,3,
9714,26,22,733.2,84,0,12,2,2,41,59,4,
9716,72,15,407.68,23,38,21,8,10,35,65,5,
9717,30,14,351.52,27,19,38,15,1,40,60,3,
9719,71,18,502.32,48,8,19,15,10,40,60,3,
9723,71,12,67.6,56,3,28,9,4,58,42,4,
9730,80,14,158.08,58,6,26,7,2,66,34,5,
9733,92,10,48.88,86,1,10,2,2,67,33,3,
9738,2,19,678.08,70,2,21,5,2,25,75,4,
9739,1,16,356.72,75,2,12,10,2,63,37,2,
9744,33,7,74.88,52,1,40,2,5,38,62,4,
9745,38,12,67.6,62,4,30,0,4,68,32,3,
9746,37,39,2062.32,27,18,38,7,11,7,93,5,
9747,9,21,559.52,74,3,16,7,0,50,50,5,
9748,13,38,1536.08,66,0,30,3,1,47,53,4,
9754,6,32,1465.36,18,19,44,12,6,21,79,5,
9757,8,8,33.28,68,1,28,1,2,56,44,5,
9760,73,7,8.32,17,4,28,32,19,64,36,3,
9761,35,22,925.6,38,8,35,9,10,11,89,4,
9764,45,22,688.48,35,28,13,11,13,41,59,5,
9765,47,20,400.4,22,12,48,11,8,64,36,2,
9771,55,32,1524.64,67,2,26,4,1,15,85,5,
9774,76,11,74.88,79,1,18,1,1,55,45,4,Yes
9779,58,11,94.64,68,5,24,3,0,61,39,5,
9785,99,25,1061.84,19,6,40,23,12,19,81,4,
9792,1,10,66.56,67,1,29,1,2,59,41,4,
9797,359,5,11.44,69,0,16,3,12,60,40,3,
9798,24,17,269.36,77,7,15,1,0,62,38,4,
9804,43,16,399.36,74,1,22,1,2,35,65,5,
9816,48,36,1801.28,61,1,33,3,2,13,87,5,
9822,70,13,160.16,73,2,21,3,1,53,47,4,
9824,78,21,562.64,85,0,14,0,0,54,46,2,
9828,9,16,352.56,46,6,36,5,7,42,58,2,
9829,52,25,729.04,61,3,32,1,3,53,47,3,
9835,81,23,670.8,43,4,28,15,10,39,61,2,
9850,90,35,1668.16,41,2,48,8,2,19,81,5,
9852,30,24,986.96,65,3,22,5,5,23,77,4,
9853,6,9,93.6,29,30,30,2,9,61,39,5,
9854,37,14,188.24,35,6,46,3,11,53,47,3,
9858,1,34,1666.08,58,4,32,4,1,17,83,6,
9860,28,9,42.64,11,23,28,0,37,50,50,2,
9862,45,6,32.24,57,10,15,10,8,45,55,2,
9864,58,7,17.68,24,11,36,20,9,62,38,3,
9866,70,10,53.04,21,14,31,29,5,49,51,4,
9869,53,24,872.56,67,2,26,3,3,47,53,4,
9870,88,14,270.4,79,3,16,1,1,39,61,5,
9871,83,18,356.72,60,11,18,7,4,68,32,2,
9873,57,44,2316.08,26,2,43,15,15,15,85,5,
9880,88,18,361.92,62,4,25,4,5,54,46,3,
9881,73,28,1267.76,39,4,43,7,7,14,86,5,
9887,46,7,68.64,62,4,24,10,0,37,63,4,
9888,77,12,272.48,67,5,22,2,4,30,70,5,
9889,57,11,122.72,82,1,13,4,1,60,40,2,
9902,58,24,1060.8,20,33,20,13,15,10,90,2,
9905,6,10,34.32,29,5,41,8,18,56,44,2,
9906,96,19,567.84,72,7,17,2,2,33,67,3,
9908,9,19,455.52,27,6,31,18,18,39,61,4,
9913,90,16,398.32,73,5,17,1,4,45,55,5,
9920,12,38,1858.48,31,15,24,16,14,14,86,4,
9923,57,11,44.72,31,5,54,6,4,69,31,2,
9927,430,8,14.56,20,8,65,4,3,59,41,2,
9928,407,8,15.6,57,2,33,7,0,60,40,2,
9929,82,33,1598.48,72,4,16,1,7,13,87,5,
9935,62,33,1660.88,25,7,46,17,5,11,89,6,
9942,9,16,350.48,62,4,25,8,1,40,60,3,
9945,24,6,37.44,38,10,31,10,11,44,56,4,
9952,67,14,190.32,57,5,36,1,1,52,48,2,Yes
9954,89,16,190.32,28,13,45,14,0,78,22,2,
9961,64,21,452.4,8,5,31,25,30,51,49,3,
9966,51,27,1186.64,18,10,63,5,4,18,82,6,
9967,35,32,1067.04,58,7,15,9,11,57,43,5,
9968,66,11,95.68,54,2,38,3,3,58,42,5,
9976,124,9,11.44,42,7,33,6,11,68,32,4,
9979,9,10,34.32,44,7,37,5,7,62,38,5,
9988,10,9,22.88,44,5,33,4,14,61,39,4,
9989,10,17,452.4,83,2,12,2,1,42,58,4,
9995,64,14,230.88,71,3,18,2,6,44,56,4,
9996,39,8,20.8,57,4,30,4,4,60,40,3,
10001,68,10,52,24,11,51,4,10,68,32,3,
10003,82,31,1528.8,44,5,41,4,6,12,88,5,
10004,84,25,1129.44,31,25,26,13,5,9,91,3,
10011,378,8,10.4,27,1,48,5,19,69,31,5,
10014,65,39,1670.24,58,6,28,5,3,36,64,5,
10019,45,5,54.08,69,6,18,4,3,38,62,1,
10021,10,10,92.56,58,10,24,1,7,49,51,3,
10024,89,10,29.12,5,10,28,29,28,66,34,4,
10030,111,5,15.6,28,11,34,4,23,35,65,3,
10031,67,13,361.92,31,22,37,1,10,26,74,5,
10032,95,24,858,60,4,31,1,4,30,70,4,
10033,92,9,41.6,8,24,33,4,31,56,44,2,
10036,19,32,1470.56,28,13,40,9,10,18,82,6,
10037,97,33,1464.32,21,17,43,3,16,27,73,6,
10050,52,11,38.48,56,3,34,6,1,67,33,3,
10052,71,22,555.36,74,6,10,7,3,53,47,3,
10055,64,20,679.12,60,6,20,13,1,31,69,4,
10056,6,11,30.16,9,12,11,38,30,67,33,3,
10059,55,12,156,79,1,19,0,1,57,43,2,
10063,27,21,570.96,96,0,4,0,0,51,49,3,
10066,13,9,26,23,13,21,35,8,60,40,5,
10067,10,28,853.84,74,1,21,1,3,57,43,6,
10070,24,9,153.92,35,16,26,3,20,40,60,4,
10080,8,26,989.04,56,9,24,4,7,31,69,4,
10085,85,31,1530.88,21,1,50,15,14,11,89,4,No
10088,60,22,507.52,38,4,48,4,6,57,43,3,
10092,33,19,514.8,56,7,30,7,1,40,60,4,
10093,14,14,229.84,84,2,9,2,3,46,54,4,
10097,54,58,3055.52,26,1,64,2,6,13,87,4,
10099,53,25,1116.96,26,14,44,1,15,13,87,4,
10110,20,9,44.72,71,2,26,1,0,59,41,4,
10112,94,20,456.56,56,10,16,5,13,57,43,4,
10114,21,8,56.16,28,18,25,13,17,42,58,3,
10118,91,30,1393.6,28,14,34,12,12,17,83,6,
10122,64,9,40.56,64,1,32,1,2,58,42,4,
10126,53,36,1734.72,45,16,22,4,13,26,74,5,
10128,198,10,20.8,65,1,30,2,2,69,31,3,
10130,59,34,1529.84,61,5,23,4,7,30,70,5,
10132,54,16,234,84,0,11,2,3,59,41,2,
10136,15,8,35.36,72,0,22,2,3,57,43,4,
10139,88,17,306.8,86,2,10,1,1,58,42,4,
10143,30,11,123.76,88,0,10,1,0,63,37,5,
10144,273,9,17.68,75,1,21,1,1,57,43,4,
10166,29,19,351.52,48,2,46,3,1,54,46,2,
10172,64,29,1335.36,40,10,21,17,13,26,74,5,
10176,46,15,229.84,61,3,27,5,5,41,59,5,
10177,8,44,2320.24,74,3,22,0,1,14,86,5,
10186,6,48,2382.64,65,0,31,0,4,16,84,6,
10196,7,15,230.88,90,1,9,0,0,60,40,3,
10200,80,53,2568.8,65,4,26,2,2,40,60,5,
10202,31,25,936,80,3,12,4,1,38,62,4,
10204,20,7,26,6,11,50,15,17,45,55,3,
10209,48,13,52,14,14,32,24,16,73,27,4,
10210,39,25,669.76,54,6,32,4,3,53,47,2,
10211,181,5,19.76,53,3,39,1,4,45,55,3,
10212,59,40,2058.16,60,2,32,3,3,17,83,5,
10217,51,23,992.16,66,3,21,0,9,11,89,3,
10225,27,9,54.08,32,8,48,3,9,54,46,4,
10229,25,29,1395.68,49,6,37,6,2,13,87,4,Yes
10238,94,25,865.28,68,2,17,8,5,51,49,4,
10240,64,34,1535.04,38,10,28,11,13,21,79,5,
10241,65,20,743.6,33,5,47,1,14,18,82,5,
10244,71,32,1460.16,35,5,41,5,14,22,78,5,
10246,49,16,266.24,79,1,18,1,1,44,56,2,
10247,32,14,267.28,84,2,13,1,0,42,58,2,
10249,98,34,1327.04,34,7,51,1,8,51,49,6,
10250,9,34,1600.56,50,2,42,5,1,18,82,4,
10252,28,31,1323.92,56,4,33,4,3,30,70,5,
10261,0,28,1064.96,58,4,29,5,4,35,65,5,
10262,61,19,359.84,67,3,27,2,1,53,47,4,
10267,7,13,270.4,69,7,15,2,7,39,61,3,
10268,89,33,1397.76,52,5,37,4,2,41,59,5,
10271,33,8,22.88,80,2,17,0,1,57,43,4,
10277,86,8,46.8,43,10,14,17,16,42,58,4,
10278,89,11,44.72,24,7,53,9,6,69,31,3,
10287,40,8,67.6,55,3,40,1,0,44,56,5,
10289,53,16,565.76,33,18,39,3,7,23,77,5,
10290,42,10,42.64,73,0,20,3,3,55,45,4,
10293,26,5,18.72,23,30,18,5,24,42,58,3,
10294,33,12,191.36,44,15,19,9,13,38,62,2,
10296,73,6,50.96,62,5,17,8,8,39,61,5,
10298,10,9,32.24,43,2,52,2,2,56,44,2,
10301,29,30,985.92,67,8,24,0,1,61,39,4,
10302,67,14,312,72,3,20,3,2,50,50,5,
10309,54,12,73.84,26,10,49,11,4,69,31,4,
10310,22,11,73.84,55,2,32,4,7,57,43,4,
10311,92,16,355.68,81,0,18,0,1,32,68,4,
10317,542,10,16.64,18,3,18,28,33,72,28,4,
10319,30,11,122.72,58,11,21,4,6,47,53,4,
10327,91,17,318.24,28,3,37,29,4,47,53,3,
10332,26,11,57.2,33,11,31,15,10,60,40,4,
10338,18,19,406.64,83,1,12,2,2,56,44,3,
10339,89,34,1735.76,44,13,21,7,15,10,90,6,
10348,22,20,510.64,83,2,12,3,1,43,57,5,
10355,13,5,18.72,35,13,27,12,13,39,61,4,
10357,22,26,742.56,62,9,20,6,2,55,45,4,No
10360,144,9,17.68,73,0,25,0,2,68,32,3,
10367,45,14,231.92,42,8,26,12,12,49,51,3,
10369,88,12,123.76,41,3,51,0,4,57,43,5,
10372,71,27,1196,11,16,39,12,22,19,81,5,
10374,54,29,1268.8,39,9,29,13,10,18,82,6,
10376,7,22,864.24,58,1,26,6,8,13,87,4,
10377,100,16,234,23,26,41,9,1,57,43,3,
10379,98,39,1801.28,51,4,30,1,14,36,64,4,
10395,1,42,2190.24,45,5,39,7,4,14,86,5,
10398,84,20,558.48,54,6,26,10,4,45,55,4,
10399,69,11,55.12,3,6,5,29,58,57,43,3,
10402,56,38,1670.24,53,1,30,7,9,40,60,4,
10403,67,8,36.4,26,21,38,8,7,44,56,3,
10407,22,42,1931.28,74,1,22,2,1,35,65,4,
10409,64,26,990.08,81,2,15,1,1,32,68,5,
10410,24,23,918.32,51,2,34,6,7,24,76,3,
10412,35,11,68.64,51,3,34,7,5,69,31,4,
10414,73,24,669.76,85,2,10,3,0,48,52,5,
10418,81,5,14.56,48,10,17,18,7,40,60,3,
10419,77,34,1186.64,78,1,16,3,2,61,39,4,
10422,358,9,19.76,34,11,44,7,4,62,38,5,
10427,57,38,1995.76,47,16,18,3,16,11,89,6,
10428,95,28,984.88,50,8,27,10,5,30,70,5,
10434,69,12,160.16,53,2,35,9,1,47,53,4,
10437,23,31,1201.2,93,0,6,0,0,41,59,5,Yes
10450,56,11,44.72,57,4,35,2,2,62,38,3,No
10451,89,9,33.28,60,1,37,0,2,61,39,3,
10461,35,27,1060.8,71,1,20,2,6,36,64,5,
10462,20,37,1456,56,1,39,1,2,39,61,6,
10465,32,15,157.04,55,3,33,6,3,71,29,5,
10467,90,9,123.76,69,8,13,4,6,35,65,5,
10470,9,32,1604.72,18,16,31,21,15,15,85,5,
10471,54,21,873.6,39,14,38,6,3,16,84,4,
10482,12,12,47.84,27,4,51,4,13,70,30,4,
10483,75,16,364,82,2,15,1,1,44,56,2,
10488,61,34,1398.8,62,6,27,3,2,33,67,4,
10492,63,32,1393.6,62,2,23,2,10,33,67,4,
10494,67,28,921.44,92,1,6,1,0,55,45,6,
10497,62,21,558.48,60,6,25,5,5,41,59,4,
10500,89,38,1863.68,31,6,42,8,13,18,82,5,
10506,95,26,1185.6,50,4,41,3,2,10,90,5,
10507,86,20,559.52,73,3,21,3,0,37,63,4,
10508,66,22,738.4,44,5,42,9,0,27,73,3,
10509,21,28,1133.6,65,4,24,5,2,28,72,5,
10511,65,12,61.36,48,7,33,8,5,65,35,4,
10516,74,10,35.36,50,5,36,6,3,68,32,5,
10517,36,12,65.52,62,2,32,4,0,68,32,4,
10519,49,36,1797.12,15,18,35,28,4,14,86,6,
10520,16,34,1661.92,39,6,39,9,8,16,84,5,
10523,99,11,30.16,11,8,56,16,9,61,39,4,
10524,241,5,19.76,8,13,25,31,22,44,56,2,
10527,40,21,557.44,40,9,35,5,11,46,54,4,
10530,22,17,314.08,93,0,6,0,0,54,46,3,
10531,71,14,314.08,66,3,19,5,7,39,61,4,
10537,131,7,10.4,10,4,21,39,26,56,44,3,
10546,59,8,43.68,18,20,13,29,21,35,65,3,
10548,73,23,863.2,44,9,33,6,8,23,77,3,
10552,68,11,34.32,66,7,26,0,1,72,28,2,
10554,11,19,569.92,33,11,44,2,10,35,65,4,
10559,49,41,2186.08,63,7,26,1,3,6,94,6,Yes
10565,100,11,93.6,57,1,26,8,8,51,49,4,
10568,546,9,19.76,6,5,29,29,31,54,46,3,
10569,54,18,458.64,70,4,25,1,0,53,47,3,
10576,83,30,1001.52,57,10,24,4,5,44,56,5,
10577,52,23,996.32,33,6,48,10,4,14,86,4,
10583,68,5,93.6,56,2,30,5,8,22,78,1,
10586,66,47,2508.48,43,6,40,5,6,11,89,6,
10592,49,13,61.36,10,15,42,25,8,63,37,4,
10595,65,11,66.56,8,37,24,1,29,64,36,3,
10602,19,13,121.68,39,4,23,16,19,65,35,3,
10607,82,15,234,93,0,6,1,0,69,31,3,
10612,45,16,228.8,23,7,50,14,7,58,42,4,
10617,34,32,1059.76,88,1,10,1,1,60,40,5,
10623,39,10,64.48,48,3,42,4,3,58,42,4,
10625,59,25,862.16,90,0,8,0,2,35,65,2,
10627,90,12,264.16,64,10,21,5,0,32,68,4,
10629,43,13,355.68,64,0,26,9,1,29,71,2,
10631,71,15,513.76,29,5,43,13,11,14,86,5,
10639,38,22,804.96,41,6,32,15,6,23,77,3,
10642,87,42,2128.88,44,10,35,3,8,13,87,5,
10648,55,14,154.96,58,6,31,2,4,61,39,4,
10651,70,27,801.84,85,1,13,1,0,54,46,6,
10653,312,4,12.48,9,5,44,8,33,38,62,4,
10657,59,23,747.76,53,5,24,6,12,43,57,5,
10659,32,17,404.56,77,3,18,1,2,44,56,4,
10668,7,29,1131.52,53,6,29,6,7,36,64,4,
10675,53,11,69.68,17,18,53,4,8,71,29,2,
10677,33,37,2000.96,44,8,43,3,3,6,94,6,
10680,99,9,75.92,4,38,10,38,10,41,59,5,
10694,16,16,408.72,86,2,9,1,2,41,59,5,
10696,87,40,1990.56,68,2,26,2,2,10,90,4,
10700,29,16,224.64,13,6,51,20,11,54,46,4,
10701,173,7,20.8,48,8,32,8,3,47,53,4,
10713,99,11,41.6,54,3,35,3,5,64,36,4,No
10727,52,13,409.76,71,8,9,4,8,24,76,3,
10732,62,10,95.68,69,0,27,3,1,59,41,5,
10733,81,30,1184.56,85,2,11,1,1,28,72,5,
10734,56,36,1664,30,11,43,7,9,18,82,4,
10758,432,5,12.48,76,0,22,1,1,40,60,4,
10768,11,19,506.48,50,12,26,9,3,25,75,5,
10769,28,12,268.32,48,15,23,5,9,40,60,3,
10781,37,22,508.56,79,2,17,2,0,46,54,3,
10782,23,46,2378.48,44,1,50,2,3,16,84,5,
10784,34,16,398.32,32,7,47,9,5,38,62,3,
10785,7,12,93.6,66,2,30,1,1,69,31,4,
10787,3,10,56.16,13,25,26,7,29,63,37,3,
10788,22,15,409.76,51,5,25,3,16,37,63,3,
10790,58,11,66.56,55,2,39,1,3,63,37,5,
10792,87,21,567.84,90,0,8,1,1,30,70,3,
10793,36,24,797.68,52,3,39,4,1,43,57,4,
10795,17,23,855.92,37,12,28,14,9,30,70,5,
10797,62,20,625.04,80,3,13,1,3,38,62,3,
10799,72,34,1401.92,93,0,6,0,0,40,60,6,
10806,57,15,192.4,44,5,33,9,9,66,34,4,
10812,59,14,350.48,44,18,15,20,3,42,58,5,
10813,35,9,121.68,32,10,24,27,7,41,59,5,
10814,17,15,401.44,56,6,26,7,5,28,72,5,
10816,26,20,450.32,90,1,7,1,1,59,41,2,
10826,12,31,1333.28,53,9,14,11,13,38,62,6,
10828,69,42,2192.32,28,10,43,3,16,16,84,5,
10836,90,40,1996.8,45,7,40,6,2,10,90,5,
10840,96,13,318.24,44,9,38,0,9,21,79,2,
10844,38,31,1197.04,78,2,18,1,1,37,63,4,
10852,61,52,2567.76,49,7,34,2,8,36,64,5,
